user_id,NewUsed,VIN,StockNumber,Make,Model,year,Trim,BodyType,miles,EngineDescription,cylinder,fuel,transmission,price,ExteriorColor,InteriorColor,Options,description,image
12,U,76556765,1.11E+11,GMC,Sierra 2500HD,2005,SLE 4dr Crew Cab 4WD LB,Pickup Truck,153844,,6.6L V8,Diesel,Automatic 4-Speed,17990,White,Gray,,"CALL US TODAY TO SCHEDULE AN APPOINTMENT AT OUR DEALER PARTNER THAT IS LISTING THIS VEHICLE !!  ***100% GUARANTEED FINANCING FOR EVERYONE****  ' ***SAVE $100 BY PRESENTING THE COUPON TO THE DEALERSHIP. Must be presented before talking to salesperson.***  **DON'T FORGET THE MAIL IN REBATE FOR A $25 VISA CARD FOR EVERY CUSTOMER**  We understand that it can be challenging and even frustrating obtaining financing for your vehicle purchase. WantACarBuyACar.com has appointed a network of reputable, reliable and established car dealers all over New York state that have the capacity and resources to help with any credit situation. Best of all, our dealer partners understand your situation and want to earn your business. You can feel confident that no matter what your situation, we will find a solution. Bankruptcy? Divorce? No Credit? Bad Credit? Repossessions? Judgements?  FILL OUT AN APPLICATION AND WE WILL CALL YOU TO SCHEDULE AN APPOINTMENT AT THE DEALERSHIP THAT BEST SUITS YOUR NEEDS.  IT’S THAT EASY TO GET A VEHICLE","https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3976999/568394079.jpg?dt=062320162132,https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3976999/568394104.jpg?dt=062320162132,https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3976999/568394112.jpg?dt=062320162132,https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3976999/568394115.jpg?dt=062320162132,https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3976999/568394117.jpg?dt=062320162132,https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3976999/568394118.jpg?dt=062320162132,https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3976999/568394120.jpg?dt=062320162132"
12,U,765678765,1.24E+11,Ford,F-150,2008,supercrew lariat,Pickup Truck,98121,V6 5.4L,5.4L V6,Gasoline,Automatic 4-Speed,19975,Black,Black,,"CALL US TODAY TO SCHEDULE AN APPOINTMENT AT OUR DEALER PARTNER THAT IS LISTING THIS VEHICLE !!  ***100% GUARANTEED FINANCING FOR EVERYONE****  ' ***SAVE $100 BY PRESENTING THE COUPON TO THE DEALERSHIP. Must be presented before talking to salesperson.***  **DON'T FORGET THE MAIL IN REBATE FOR A $25 VISA CARD FOR EVERY CUSTOMER**  We understand that it can be challenging and even frustrating obtaining financing for your vehicle purchase. WantACarBuyACar.com has appointed a network of reputable, reliable and established car dealers all over New York state that have the capacity and resources to help with any credit situation. Best of all, our dealer partners understand your situation and want to earn your business. You can feel confident that no matter what your situation, we will find a solution. Bankruptcy? Divorce? No Credit? Bad Credit? Repossessions? Judgements?  FILL OUT AN APPLICATION AND WE WILL CALL YOU TO SCHEDULE AN APPOINTMENT AT THE DEALERSHIP THAT BEST SUITS YOUR NEEDS.  IT’S THAT EASY TO GET A VEHICLE","https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3954057/567923526.jpg?dt=062220162050,https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3954057/567923527.jpg?dt=062220162050,https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3954057/567923528.jpg?dt=062220162050,https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3954057/567923529.jpg?dt=062220162050,https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3954057/567923530.jpg?dt=062220162050,https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3954057/567923531.jpg?dt=062220162050"
12,U,87654345678,1.16E+11,Ford,Explorer,2007,XLT 4dr SUV 4WD V6,SUV,107941,4.0L V6,4.0L V6,Gasoline,Automatic 5-Speed,0,Gray,Tan,,"CALL US TODAY TO SCHEDULE AN APPOINTMENT AT OUR DEALER PARTNER THAT IS LISTING THIS VEHICLE !!  ***100% GUARANTEED FINANCING FOR EVERYONE****  ' ***SAVE $100 BY PRESENTING THE COUPON TO THE DEALERSHIP. Must be presented before talking to salesperson.***  **DON'T FORGET THE MAIL IN REBATE FOR A $25 VISA CARD FOR EVERY CUSTOMER**  We understand that it can be challenging and even frustrating obtaining financing for your vehicle purchase. WantACarBuyACar.com has appointed a network of reputable, reliable and established car dealers all over New York state that have the capacity and resources to help with any credit situation. Best of all, our dealer partners understand your situation and want to earn your business. You can feel confident that no matter what your situation, we will find a solution. Bankruptcy? Divorce? No Credit? Bad Credit? Repossessions? Judgements?  FILL OUT AN APPLICATION AND WE WILL CALL YOU TO SCHEDULE AN APPOINTMENT AT THE DEALERSHIP THAT BEST SUITS YOUR NEEDS.  IT’S THAT EASY TO GET A VEHICLE","https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3852151/564683836.jpg?dt=061620160148,https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3852151/564683848.jpg?dt=061620160148,https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3852151/564683855.jpg?dt=061620160148,https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3852151/564683856.jpg?dt=061620160148,https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3852151/564683857.jpg?dt=061620160148,https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3852151/564683858.jpg?dt=061620160148,https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3852151/564683859.jpg?dt=061620160148"
12,U,876543,1.16E+11,Dodge,Ram Pickup 1500,2007,Laramie 4dr Quad Cab 4WD SB,Pickup Truck,121563,V8 4.7L,4.7L V8,Gasoline,Automatic,0,Gray,Gray,,"CALL US TODAY TO SCHEDULE AN APPOINTMENT AT OUR DEALER PARTNER THAT IS LISTING THIS VEHICLE !!  ***100% GUARANTEED FINANCING FOR EVERYONE****  ' ***SAVE $100 BY PRESENTING THE COUPON TO THE DEALERSHIP. Must be presented before talking to salesperson.***  **DON'T FORGET THE MAIL IN REBATE FOR A $25 VISA CARD FOR EVERY CUSTOMER**  We understand that it can be challenging and even frustrating obtaining financing for your vehicle purchase. WantACarBuyACar.com has appointed a network of reputable, reliable and established car dealers all over New York state that have the capacity and resources to help with any credit situation. Best of all, our dealer partners understand your situation and want to earn your business. You can feel confident that no matter what your situation, we will find a solution. Bankruptcy? Divorce? No Credit? Bad Credit? Repossessions? Judgements?  FILL OUT AN APPLICATION AND WE WILL CALL YOU TO SCHEDULE AN APPOINTMENT AT THE DEALERSHIP THAT BEST SUITS YOUR NEEDS.  IT’S THAT EASY TO GET A VEHICLE","https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3852072/564677890.jpg?dt=062220161926,https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3852072/564677891.jpg?dt=062220161926,https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3852072/564677892.jpg?dt=062220161926,https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3852072/564677894.jpg?dt=062220161926,https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3852072/564677895.jpg?dt=061620160121,https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3852072/564677896.jpg?dt=061620160121"
12,U,987654,1.16E+11,Chevrolet,Impala,2006,LS 4dr Sedan,Sedan,79761,3.5L V6,3.5L V6,Flex Fuel,Automatic 4-Speed,2,White,Gray,,"CALL US TODAY TO SCHEDULE AN APPOINTMENT AT OUR DEALER PARTNER THAT IS LISTING THIS VEHICLE !!  ***100% GUARANTEED FINANCING FOR EVERYONE****  ' ***SAVE $100 BY PRESENTING THE COUPON TO THE DEALERSHIP. Must be presented before talking to salesperson.***  **DON'T FORGET THE MAIL IN REBATE FOR A $25 VISA CARD FOR EVERY CUSTOMER**  We understand that it can be challenging and even frustrating obtaining financing for your vehicle purchase. WantACarBuyACar.com has appointed a network of reputable, reliable and established car dealers all over New York state that have the capacity and resources to help with any credit situation. Best of all, our dealer partners understand your situation and want to earn your business. You can feel confident that no matter what your situation, we will find a solution. Bankruptcy? Divorce? No Credit? Bad Credit? Repossessions? Judgements?  FILL OUT AN APPLICATION AND WE WILL CALL YOU TO SCHEDULE AN APPOINTMENT AT THE DEALERSHIP THAT BEST SUITS YOUR NEEDS.  IT’S THAT EASY TO GET A VEHICLE","https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3852033/564672226.jpg?dt=080520162132,https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3852033/564672221.jpg?dt=062220161940,https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3852033/564672222.jpg?dt=062220161941,https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3852033/564672265.jpg?dt=062220161940,https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3852033/564672241.jpg?dt=062220161940,https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3852033/564672269.jpg?dt=061620160204,https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3852033/564672278.jpg?dt=061620160204"
12,U,987654,1.16E+11,Chevrolet,TrailBlazer,2006,LT 4dr SUV 4WD,SUV,101143,,Unspecified,Gasoline,Automatic 4-Speed,0,Burgundy,Gray,,"CALL US TODAY TO SCHEDULE AN APPOINTMENT AT OUR DEALER PARTNER THAT IS LISTING THIS VEHICLE !!  ***100% GUARANTEED FINANCING FOR EVERYONE****  ' ***SAVE $100 BY PRESENTING THE COUPON TO THE DEALERSHIP. Must be presented before talking to salesperson.***  **DON'T FORGET THE MAIL IN REBATE FOR A $25 VISA CARD FOR EVERY CUSTOMER**  We understand that it can be challenging and even frustrating obtaining financing for your vehicle purchase. WantACarBuyACar.com has appointed a network of reputable, reliable and established car dealers all over New York state that have the capacity and resources to help with any credit situation. Best of all, our dealer partners understand your situation and want to earn your business. You can feel confident that no matter what your situation, we will find a solution. Bankruptcy? Divorce? No Credit? Bad Credit? Repossessions? Judgements?  FILL OUT AN APPLICATION AND WE WILL CALL YOU TO SCHEDULE AN APPOINTMENT AT THE DEALERSHIP THAT BEST SUITS YOUR NEEDS.  IT’S THAT EASY TO GET A VEHICLE","https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3851995/564659893.jpg?dt=061520162132,https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3851995/564659903.jpg?dt=061520162132,https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3851995/564659908.jpg?dt=061520162132,https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3851995/564659916.jpg?dt=061520162132,https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3851995/564659923.jpg?dt=061520162132,https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3851995/564659948.jpg?dt=061520162132,https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3851995/564659956.jpg?dt=061520162132"
12,U,345678,1.16E+11,Chevrolet,TrailBlazer,2007,LS 4dr SUV 4WD,SUV,94126,,4.2L I6,Gasoline,Automatic 4-Speed,0,Blue,Gray,,"CALL US TODAY TO SCHEDULE AN APPOINTMENT AT OUR DEALER PARTNER THAT IS LISTING THIS VEHICLE !!  ***100% GUARANTEED FINANCING FOR EVERYONE****  ' ***SAVE $100 BY PRESENTING THE COUPON TO THE DEALERSHIP. Must be presented before talking to salesperson.***  **DON'T FORGET THE MAIL IN REBATE FOR A $25 VISA CARD FOR EVERY CUSTOMER**  We understand that it can be challenging and even frustrating obtaining financing for your vehicle purchase. WantACarBuyACar.com has appointed a network of reputable, reliable and established car dealers all over New York state that have the capacity and resources to help with any credit situation. Best of all, our dealer partners understand your situation and want to earn your business. You can feel confident that no matter what your situation, we will find a solution. Bankruptcy? Divorce? No Credit? Bad Credit? Repossessions? Judgements?  FILL OUT AN APPLICATION AND WE WILL CALL YOU TO SCHEDULE AN APPOINTMENT AT THE DEALERSHIP THAT BEST SUITS YOUR NEEDS.  IT’S THAT EASY TO GET A VEHICLE","https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3851956/564648579.jpg?dt=062220161935,https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3851956/564648578.jpg?dt=062220161935,https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3851956/564648576.jpg?dt=062220161935,https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3851956/564648577.jpg?dt=062220161935,https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3851956/564648580.jpg?dt=061520162221,https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3851956/564648581.jpg?dt=061520162221"
12,U,987654,1.16E+11,Chevrolet,Equinox,2008,LS 4dr SUV,SUV,124246,3.4L V6,3.4L V6,Gasoline,Automatic 5-Speed,0,Gold,Tan,,"CALL US TODAY TO SCHEDULE AN APPOINTMENT AT OUR DEALER PARTNER THAT IS LISTING THIS VEHICLE !!  ***100% GUARANTEED FINANCING FOR EVERYONE****  ' ***SAVE $100 BY PRESENTING THE COUPON TO THE DEALERSHIP. Must be presented before talking to salesperson.***  **DON'T FORGET THE MAIL IN REBATE FOR A $25 VISA CARD FOR EVERY CUSTOMER**  We understand that it can be challenging and even frustrating obtaining financing for your vehicle purchase. WantACarBuyACar.com has appointed a network of reputable, reliable and established car dealers all over New York state that have the capacity and resources to help with any credit situation. Best of all, our dealer partners understand your situation and want to earn your business. You can feel confident that no matter what your situation, we will find a solution. Bankruptcy? Divorce? No Credit? Bad Credit? Repossessions? Judgements?  FILL OUT AN APPLICATION AND WE WILL CALL YOU TO SCHEDULE AN APPOINTMENT AT THE DEALERSHIP THAT BEST SUITS YOUR NEEDS.  IT’S THAT EASY TO GET A VEHICLE","https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3851720/564630995.jpg?dt=061520161948,https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3851720/564630996.jpg?dt=061520161948,https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3851720/564630998.jpg?dt=061520161948,https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3851720/564631000.jpg?dt=061520161948,https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3851720/564631002.jpg?dt=061520161948"
12,U,2345678,116061516,Chevrolet,Silverado 1500,2013,LT 4x4 4dr Extended Cab 6.5 ft. SB,Pickup Truck,127976,,Unspecified,Flex Fuel,Automatic 4-Speed,0,Red,Other,,"CALL US TODAY TO SCHEDULE AN APPOINTMENT AT OUR DEALER PARTNER THAT IS LISTING THIS VEHICLE !!  ***100% GUARANTEED FINANCING FOR EVERYONE****  ' ***SAVE $100 BY PRESENTING THE COUPON TO THE DEALERSHIP. Must be presented before talking to salesperson.***  **DON'T FORGET THE MAIL IN REBATE FOR A $25 VISA CARD FOR EVERY CUSTOMER**  We understand that it can be challenging and even frustrating obtaining financing for your vehicle purchase. WantACarBuyACar.com has appointed a network of reputable, reliable and established car dealers all over New York state that have the capacity and resources to help with any credit situation. Best of all, our dealer partners understand your situation and want to earn your business. You can feel confident that no matter what your situation, we will find a solution. Bankruptcy? Divorce? No Credit? Bad Credit? Repossessions? Judgements?  FILL OUT AN APPLICATION AND WE WILL CALL YOU TO SCHEDULE AN APPOINTMENT AT THE DEALERSHIP THAT BEST SUITS YOUR NEEDS.  IT’S THAT EASY TO GET A VEHICLE","https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3851418/564619714.jpg?dt=062220161930,https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3851418/564619731.jpg?dt=062220161929,https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3851418/564619728.jpg?dt=062220161929,https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3851418/564619733.jpg?dt=061620160012,https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3851418/564619735.jpg?dt=061620160012"
12,U,KMHDU4AD1AU935581,1.25E+11,Hyundai,Elantra,2010,GLS 4dr Sedan,Sedan,61000,2.0L I4,2.0L I4,Gasoline,Automatic 4-Speed,6699,Gray,Gray,,,"https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3733655/562569336.jpg?dt=060820160329,https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3733655/562569337.jpg?dt=060820160329,https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3733655/562569338.jpg?dt=060820160329,https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3733655/562569339.jpg?dt=060820160329,https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3733655/562569340.jpg?dt=060820160329,https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3733655/562569342.jpg?dt=060820160329"
12,U,5J6RM4H33DL083682,1.05E+11,Honda,CR-V,2013,LX AWD 4dr SUV,SUV,28000,2.4L I4,2.4L I4,Gasoline,Automatic 5-Speed,1,Brown,Other,,"CALL US TODAY TO SCHEDULE AN APPOINTMENT AT OUR DEALER PARTNER THAT IS LISTING THIS VEHICLE !!       ***100% GUARANTEED FINANCING FOR EVERYONE****            ***SAVE $100 BY PRESENTING THE COUPON TO THE DEALERSHIP. Must be presented before talking to salesperson.***      **DON'T FORGET THE MAIL IN REBATE FOR A $25 VISA CARD FOR EVERY CUSTOMER**       We understand that it can be challenging and even frustrating obtaining financing for your vehicle purchase. WantACarBuyACar.com has appointed a network of reputable, reliable and established car dealers all over New York state that have the capacity and resources to help with any credit situation. Best of all, our dealer partners understand your situation and want to earn your business. You can feel confident that no matter what your situation, we will find a solution. Bankruptcy? Divorce? No Credit? Bad Credit? Repossessions? Judgements?       FILL OUT AN APPLICATION AND WE WILL CALL YOU TO SCHEDULE AN APPOINTMENT AT THE DEALERSHIP THAT BEST SUITS YOUR NEEDS.  IT’S THAT EASY TO GET A VEHICLE","https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3730855/562481631.jpg?dt=060820160304,https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3730855/562481641.jpg?dt=060820160304,https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3730855/562481647.jpg?dt=060820160304,https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3730855/562481648.jpg?dt=060820160304"
12,U,5678987654,1.20E+11,Honda,Civic,2012,EX 4dr Sedan,Sedan,33000,1.8L I4,1.8L I4,Gasoline,Automatic 5-Speed,0,White,Gray,,"CALL US TODAY TO SCHEDULE AN APPOINTMENT AT OUR DEALER PARTNER THAT IS LISTING THIS VEHICLE !! **DON'T FORGET THE MAIL IN REBATE FOR A $25 VISA CARD FOR EVERY CUSTOMER**    ONLY $ 225. A MONTH WITH ZERO DOWN !!!SIGN AND DRIVE !!! JUST LIKE NEW, ONLY 33000 MILES, ONE OWNER, FULLY LOADED, NON SMOKER !!      Optional Accessories: AM/FM,Air Conditioning,Alarm System,Anti-Lock Brakes,Bucket Seats,CD,Cloth,Cruise Control,Custom Stereo,Dual Exhaust,Power Brakes,Power Locks,Power Steering,Power Windows,Tilt Wheel,Tinted Windows,","https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3720718/562264998.jpg?dt=060620162317,https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3720718/562264999.jpg?dt=060620162317,https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3720718/562265000.jpg?dt=060620162317,https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3720718/562265001.jpg?dt=060620162317,https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3720718/562265002.jpg?dt=060620162317,https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3720718/562265003.jpg?dt=060620162317,https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3720718/562265004.jpg?dt=060620162317,https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3720718/562265005.jpg?dt=060620162317,https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3720718/562265006.jpg?dt=060620162317,https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3720718/562265007.jpg?dt=060620162317,https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3720718/562265008.jpg?dt=060620162317"
12,U,234567876,1.20E+11,Mercedes-Benz,ML350,2013,,SUV,51218,V6 3.5L,3.5L V6,Gasoline,Automatic,0,Black,Black,,"ONLY $496.00 A MONTH WITH SALES TAX DOWN !! JUST LIKE NEW !! ML350 LOADED, LOADED, LOADED !!! ALL THE MERCEDES AMENITIES !!! NON SMOKER, ONE OWNER !!      Optional Accessories: AM/FM,Air Conditioning,Alarm System,Anti-Lock Brakes,Bucket Seats,CD,Cruise Control,Custom Stereo,Custom Wheels,Dual Exhaust,Leather,Power Brakes,Power Locks,Power Seats,Power Steering,Power Windows,Rear Disc Brakes,Sunroof,Tilt Wheel,Tinted Windows,Towing Package,","https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3720554/562261899.jpg?dt=060620162129,https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3720554/562261900.jpg?dt=060620162129,https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3720554/562261901.jpg?dt=060620162129,https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3720554/562261902.jpg?dt=060620162129,https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3720554/562261903.jpg?dt=060620162129,https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3720554/562261904.jpg?dt=060620162129,https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3720554/562261905.jpg?dt=060620162129,https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3720554/562261906.jpg?dt=060620162129,https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3720554/562261907.jpg?dt=060620162129,https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3720554/562261908.jpg?dt=060620162129,https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3720554/562261909.jpg?dt=060620162129,https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3720554/562261910.jpg?dt=060620162129,https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3720554/562261911.jpg?dt=060620162129"
12,U,23456vbnm,1.20E+11,Jeep,Compass,2012,Limited 4x4 4dr SUV,SUV,0,2.4L I4,2.4L I4,Gasoline,CVT,0,Blue,Gray,,"CALL US TODAY TO SCHEDULE AN APPOINTMENT AT OUR DEALER PARTNER THAT IS LISTING THIS VEHICLE !! **DON'T FORGET THE MAIL IN REBATE FOR A $25 VISA CARD FOR EVERY CUSTOMER**      ONLY $229.00 A MONTH WITH $995. PLUS TAX DOWN !!  JUST LIKE NEW, NON SMOKER, FULLY LOADED, FACTORY WARRANTY !!!      Optional Accessories: AM/FM,Air Conditioning,Alarm System,Anti-Lock Brakes,Bucket Seats,CD,Cloth,Cruise Control,Custom Stereo,Custom Wheels,Dual Exhaust,Power Brakes,Power Locks,Power Steering,Power Windows,Rear Disc Brakes,Tilt Wheel,Tinted Windows,","https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3720485/562260987.jpg?dt=060620162150,https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3720485/562260988.jpg?dt=060620162150,https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3720485/562260990.jpg?dt=060620162150,https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3720485/562260992.jpg?dt=060620162150,https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3720485/562260993.jpg?dt=060620162150,https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3720485/562260994.jpg?dt=060620162150,https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3720485/562260997.jpg?dt=060620162150,https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3720485/562260998.jpg?dt=060620162150,https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3720485/562261000.jpg?dt=060620162150"
12,U,4S4BP61C967348987,1.03E+11,Subaru,Outback,2006,2.5i Special Edition AWD 4dr Wagon,Wagon,81443,2.5L H4,2.5L H4,Gasoline,Automatic 4-Speed,0,Green,Beige,,"CALL US TODAY TO SCHEDULE AN APPOINTMENT AT OUR DEALER PARTNER THAT IS LISTING THIS VEHICLE !!     ***100% GUARANTEED FINANCING FOR EVERYONE****    ***SAVE $100 BY PRESENTING THE COUPON TO THE DEALERSHIP. Must be presented before talking to salesperson.***     **DON'T FORGET THE MAIL IN REBATE FOR A $25 VISA CARD FOR EVERY CUSTOMER**   We understand that it can be challenging and even frustrating obtaining financing for your vehicle purchase. WantACarBuyACar.com has appointed a network of reputable, reliable and established car dealers all over New York state that have the capacity and resources to help with any credit situation. Best of all, our dealer partners understand your situation and want to earn your business. You can feel confident that no matter what your situation, we will find a solution. Bankruptcy? Divorce? No Credit? Bad Credit? Repossessions? Judgements? FILL OUT AN APPLICATION AND WE WILL CALL YOU TO SCHEDULE AN APPOINTMENT AT THE DEALERSHIP THAT BEST SUITS YOUR NEEDS. IT’S THAT EASY TO GET A VEHICLE","https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3712696/562111726.jpg?dt=062420161637,https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3712696/562111725.jpg?dt=062420161637,https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3712696/562111722.jpg?dt=062420161636,https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3712696/562111727.jpg?dt=060620160217,https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3712696/562111723.jpg?dt=060620160130,https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3712696/562111724.jpg?dt=060620160130,https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3712696/562217196.jpg?dt=060620162304,https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3712696/562217203.jpg?dt=060620162304"
12,U,2G1WA5EK2A1105524,103060616,Chevrolet,Impala,2010,LS 4dr Sedan,Sedan,101074,3.5L V6,3.5L V6,Gasoline,Automatic 4-Speed,0,Beige,Tan,,"CALL US TODAY TO SCHEDULE AN APPOINTMENT FOR A TEST DRIVE TODAY!   ***100% GUARANTEED FINANCING FOR EVERYONE****      ' ***SAVE $100 BY PRESENTING THE COUPON TO THE DEALERSHIP. Must be presented before talking to salesperson.***     **DON'T FORGET THE MAIL IN REBATE FOR A $25 VISA CARD FOR EVERY CUSTOMER**     We understand that it can be challenging and even frustrating obtaining financing for your vehicle purchase. WantACarBuyACar.com has the capacity and resources to help with any credit situation. Best of all, we understand your situation and want to earn your business. You can feel confident that no matter what your situation, we will find a solution. Bankruptcy? Divorce? No Credit? Bad Credit? Repossessions? Judgements? FILL OUT AN APPLICATION AND WE WILL CALL YOU TO SCHEDULE AN APPOINTMENT AT THE DEALERSHIP THAT BEST SUITS YOUR NEEDS. IT’S THAT EASY TO GET A VEHICLE","https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3712682/562111532.jpg?dt=060620160140,https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3712682/562111533.jpg?dt=060620160140,https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3712682/562111534.jpg?dt=060620160140,https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3712682/562111535.jpg?dt=060620160140,https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3712682/562111536.jpg?dt=060620160140,https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3712682/562111537.jpg?dt=060620160140,https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3712682/562218147.jpg?dt=060620162141,https://dxsdcl7y7vn9x.cloudfront.net/3/1005831/3712682/562218149.jpg?dt=060620162141"
